Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Float shares outstanding
UBAB,"United Bancorporation of Alabama, Inc.",49.7,USD,-0.3808378432551568,347,0.22816938453445557,185505399,USD,5.710018382352941,8.704,USD,,1.20724,Finance,Strong buy,3586801.8625000003
CTRN,"Citi Trends, Inc.",21.54,USD,-2.1798365122615824,62694,0.37525520693983316,185142698.41689372,USD,,-1.0721,USD,-139.5462928808558,0,Retail Trade,Buy,8192996.9835
VBF,Invesco Bond Fund,16.2,USD,-0.06169031462061421,3774,0.15110869095189666,185047000,USD,22.05882352941176,0.7344,USD,,4.99753,Miscellaneous,,9400563.9504
IVCA,Investcorp India Acquisition Corp.,11.34,USD,-0.2638522427440577,9190,0.4107482859415924,184368253.298153,USD,36.78235484917288,0.3083,USD,13.262307127112424,0,Finance,,9789446
HLAN,Heartland BancCorp,90.5,USD,0,458,0.660608683109765,181755666,USD,9.104627766599599,9.94,USD,,3.3547,Finance,Strong buy,2000690.1530999998
TRIS,Tristar Acquisition I Corp.,11.11,USD,0,202,0.04678308397795173,181746284.99235266,USD,41.735537190082646,0.2662,USD,-28.1317494600432,0,Finance,,8228802.141716001
CFNB,California First Leasing Corporation,19.5,USD,-2.5,142,0.44922492881999365,181533024.70588234,USD,,,,,0,Finance,,1295811.2316599998
PTMN,Portman Ridge Finance Corporation,19.365,USD,0.12926577042398438,11653,0.4089805143755614,180213106.11918306,USD,11.510342368045649,1.6824,USD,,14.2709,Finance,Buy,9090544.19242
LWAY,"Lifeway Foods, Inc.",12.25,USD,-4.07204385277995,88842,0.4106314356154202,180165555.03132343,USD,14.309076042518399,0.8561,USD,401.2295081967213,0,Consumer Non-Durables,Strong buy,4567780.169799999
TRUX,Truxton Corp,62.5,USD,1.4610389610389587,106,0.26095519448547516,179970442.99999997,USD,10.224614327547565,6.1127,USD,,2.512,Finance,,2869189.60777
KTYCF,Kits Eyecare Ltd.,5.7,USD,-13.37386018237082,150,0.1062097288111591,179206759.7222222,USD,,-0.027313399999999998,USD,65.01898550011884,0,Retail Trade,Strong buy,6196878.8993999995
APCA,AP Acquisition Corp,11.47,USD,0,372794,24.967116278446763,179104445,USD,49.482312338222606,0.2318,USD,190.11264080100125,0,Finance,,8948476.126082
ATLO,Ames National Corporation,19.9,USD,-0.5497251374312992,6671,0.8487601307937962,178944115.67216387,USD,18.031895614353026,1.1036,USD,,5.3973,Finance,,8823144.180510001
HQI,"HireQuest, Inc.",12.63,USD,-0.23696682464454472,1071,0.11444019404611801,176819998.00473937,USD,34.09827213822894,0.3704,USD,-64.9342042980214,1.89573,Commercial Services,Strong buy,5555662
HCVI,Hennessy Capital Investment Corp. VI,10.58,USD,0,439,0.03502780681246958,175979599.97535545,USD,,-0.0864,USD,-139.72413793103448,0,Finance,,4768915.1370560005
NKSH,"National Bankshares, Inc.",29.84,USD,0.26881720430106953,1936,0.16840054277860897,175870460.5752688,USD,13.18195874011574,2.2637,USD,,5.07392,Finance,Neutral,5696149.76904
SPKLU,Spark I Acquisition Corp.,11.04,USD,0.45495905368515865,627,0.8814846056516239,175306000,USD,,,,,0,Finance,,10000000
PPYA,Papaya Growth Opportunity Corp. I,11.11,USD,-0.8035714285714273,702,0.35553304634084576,175185583.85625,USD,26.079812206572768,0.426,USD,933.9805825242717,0,Finance,,8239404
SSTI,"SoundThinking, Inc.",13.68,USD,-1.4409221902017366,32343,0.5297172646588194,175014480.7608069,USD,,-0.3152,USD,-192.92452830188677,0,Technology Services,Buy,9379669.6665
INSI,Insight Select Income Fund,16.28,USD,0.12300123001229749,4170,0.3735889625515141,174200000,USD,17.757417102966844,0.9168,USD,,4.92005,Miscellaneous,,9068036.027999999
ELLO,Ellomay Capital Ltd,13.49,USD,0.6716417910447751,1450,0.8353978222042979,173381363.6254019,USD,117.04066538442501,0.115259085,USD,,0,Utilities,,5939359.46469
DTI,Drilling Tools International Corporation,5.776,USD,-0.5851979345955217,14479,0.39743515842233695,171943247.69432014,USD,13.709945407073343,0.4213,USD,972.0101781170482,0,Finance,Neutral,5058632.297375999
CTGO,"Contango ORE, Inc.",18.61,USD,-0.5876068376068345,23289,0.18253799053802816,171259092.64476496,USD,,-7.0926,USD,-84.10860762122314,0,Non-Energy Minerals,Strong buy,5024047.6332600005
SPKL,Spark I Acquisition Corp.,10.3642,USD,0.13719806763285658,3175,0.027081986342149124,170202194.1835749,USD,433.64853556485355,0.0239,USD,,0,Finance,,10000000
SKGR,SK Growth Opportunities Corporation,11.1,USD,0,186,0.0029307677035701795,169792000,USD,48.8556338028169,0.2272,USD,43.343848580441644,0,Finance,,9640897.506408
CALB,California BanCorp,20.035,USD,-1.4025590551181109,175995,7.052200080942743,169710954.6695374,USD,8.498769831169932,2.3574,USD,,0,Finance,Strong buy,7683002.33504
LAKE,"Lakeland Industries, Inc.",22.9738,USD,0.4538696982947078,20262,0.23422571535252346,169496447.20131174,USD,30.477314937649243,0.7538,USD,175.9150805270864,0.524705,Consumer Non-Durables,Strong buy,7023677.26218
BRKH,BurTech Acquisition Corp.,11.1697,USD,-0.0026857654431450386,1517,1.004303210857332,169362403.20093107,USD,,-0.0173,USD,-118.9485213581599,0,Finance,,4538427.6385079995
ESSA,"ESSA Bancorp, Inc.",16.7,USD,-0.8313539192399084,816,0.10902386233065227,169196406.01543942,USD,8.998814527427525,1.8558,USD,,3.56295,Finance,Neutral,8330200.352
MBCN,Middlefield Banc Corp.,20.95,USD,0.04775549188155687,4406,0.4990542208932232,169006679.4460363,USD,10.20358464835379,2.0532,USD,,3.82044,Finance,Neutral,7128810.6109
FLXS,"Flexsteel Industries, Inc.",32.69,USD,1.553277415346381,18397,0.6939436003440108,168559021.49176762,USD,11.058489225668954,2.9561,USD,263.4698143366532,1.86393,Consumer Durables,,3573783.3486800003
VERY,"Vericity, Inc.",11.29,USD,-0.5286343612334846,1510,0.4106608648354637,167938745.03080985,USD,,-0.9101,USD,18.835280478016582,0,Finance,,2234269.625
MYFW,"First Western Financial, Inc.",17.39,USD,-0.9116809116809125,574,0.06419504557400883,167314561.57777777,USD,22.860523202313658,0.7607,USD,,0,Finance,Buy,7111937.65366
NTIC,Northern Technologies International Corporation,17.65,USD,0.05668934240361683,3668,0.13253743423715095,166397098.97675732,USD,37.21273455618806,0.4743,USD,78.04054054054052,1.5873,Process Industries,Strong buy,7793636.6508
EML,Eastern Company (The),26.53,USD,-0.7482229704451899,980,0.05611961495072354,165375005.1144781,USD,16.74028268551237,1.5848,USD,3.136795522582326,1.64609,Consumer Durables,,5734417.78834
LDDD,LONGDUODUO CO LTD.,5.49,USD,3.9772727272727266,233,1.1586275484833404,164728000,USD,92.89340101522843,0.0591,USD,,0,Health Services,,9702632.008871999
LCW,Learn CW Investment Corporation,10.908,USD,-0.014665982254159857,1041,0.01752835097113126,164584495,USD,,-0.1061,USD,-131.9193742478941,0,Finance,,8568421.496445
CRVO,CervoMed Inc.,19.94,USD,0.9109311740890673,13951,0.3514654681587554,164579602.44230768,USD,,-3.0752,USD,72.41750455193693,0,Commercial Services,Strong buy,5349521.26742
MCAA,Mountain,11.63,USD,0,751,0.012538651101598134,164329257.00000003,USD,49.849978568366915,0.2333,USD,463.5265700483092,0,Finance,,8379767.893987999
NFYS,Enphys Acquisition Corp.,10.95,USD,0.18298261665141421,1000,0.010685244745530896,162966560.8188472,USD,31.665702718334295,0.3458,USD,24.70248827984133,0,Finance,,7921053.806185001
LGCL,Lucas GC Limited,2.05,USD,-4.205607476635528,98061,0.33550718513847655,162592259.25233644,USD,,,,,0,Commercial Services,,9205473.81
TLSI,"TriSalus Life Sciences, Inc.",5.955,USD,2.144082332761578,13162,0.3729657892723455,161733787.78044596,USD,,-2.4197,USD,-242069.99999999997,0,Health Technology,Strong buy,3095046.6687
VABK,Virginia National Bankshares Corporation,30.07,USD,-1.3451443569553811,3080,0.28314028314028317,161503324.07677165,USD,9.46013968413767,3.1786,USD,,4.33071,Finance,,4704299.50535
EVE,EVe Mobility Acquisition Corp,11,USD,-0.4524886877828118,781,0.005450888264467886,158911415.1556157,USD,48.35164835164835,0.2275,USD,2514.942528735632,0,Finance,,6542975.138212
VTCHF,VERTICALSCOPE HLDGS INC.,7.36,USD,-0.06110394459908049,100,,158620962.17475727,USD,,-0.06474014,USD,91.79018580592899,0,Technology Services,Strong buy,8297814.2195
TATT,TAT Technologies Ltd.,15.2072,USD,0.7099337748344412,2262,0.13947895791583168,157806406.50845036,USD,23.76125,0.64,USD,769.5652173913044,0,Electronic Technology,,5122188.4455
CMCM,Cheetah Mobile Inc.,5.12,USD,-2.476190476190474,25809,0.3101029471134437,156887786,USD,,-2.8866,USD,-662.5803936854414,0,Technology Services,,9713214.583686
PEBK,"Peoples Bancorp of North Carolina, Inc.",29.42,USD,-0.2711864406779603,8858,0.6815104326952668,155662072.68135592,USD,10.036502575649031,2.9313,USD,,2.57627,Finance,,4267824.16345
EMLD,FTAC Emerald Acquisition Corp.,10.76,USD,0.09302325581395152,12946,2.473442873519297,154396389.06790698,USD,232.3974082073434,0.0463,USD,,0,Finance,,4257881.968909999
URNAF,Urbana Corp.,4.028708,USD,-3.388297362110311,1808,2.3593892731306276,154251734.63211086,USD,2.1479356655545145,1.87561856,USD,,2.26202,Finance,,4066110
ESHA,ESH Acquisition Corp.,10.4328,USD,0.02684563758389818,1773,0.31774762988584027,152971429.6551724,USD,49.51495016611296,0.2107,USD,,0,Finance,,9287500.9125
PWOD,"Penns Woods Bancorp, Inc.",20.31,USD,-0.9268292682926891,5882,0.21499009481202072,152925132.7595122,USD,9.35599778883361,2.1708,USD,,6.2439,Finance,,7102760.0469
BFAC,Battery Future Acquisition Corp.,11.025,USD,-0.04533091568448781,4143,0.01741765501944194,152096474,USD,28.95220588235294,0.3808,USD,27.27272727272727,0,Finance,,3170600.965602
CFFI,C&F Financial Corporation,44.96,USD,-2.641836292767429,779,0.0532809871003926,150968393.71502814,USD,7.41693886304398,6.0618,USD,,3.81117,Finance,,3130413.4968000003
RCMT,"RCM Technologies, Inc.",19.28,USD,-2.082275266632809,6655,0.1559523167882493,149486858.22244796,USD,9.392507429239538,2.0527,USD,14.433047162448439,0,Commercial Services,Strong buy,5116941.29385
ISTR,Investar Holding Corporation,15.06,USD,-0.39682539682538837,25466,0.9438493754864534,148027704.1904762,USD,8.43508457488518,1.7854,USD,,2.6455,Finance,Strong buy,8399768.9316
EVBN,"Evans Bancorp, Inc.",26.8,USD,-1.252763448784082,4913,0.21093713103175865,147963036.99336773,USD,6.992642070656996,3.8326,USD,,4.86367,Finance,Neutral,5242491.60853
CMT,Core Molding Technologies Inc,16.1,USD,-3.419316136772647,7998,0.2699309478970496,147228704.1931614,USD,7.763525894493202,2.0738,USD,26.251065384147072,0,Producer Manufacturing,Strong buy,7973485.9552
MDWD,MediWound Ltd.,15.71,USD,0.6406149903907843,4211,0.10587451443800526,145844931.29660472,USD,,-1.3814,USD,59.55260152841625,0,Health Technology,Strong buy,6659643.20806
ATLX,Atlas Lithium Corporation,9.8,USD,-2.487562189054726,55153,0.39525348954373046,145059855.48258704,USD,,-4.7429,USD,-227.59359027489984,0,Non-Energy Minerals,Strong buy,7019596.865999999
BCSA,Blockchain Coinvestors Acquisition Corp. I,11.14,USD,-0.0896860986547066,1007,0.7828047263681591,143713218.04121864,USD,10.927996860898567,1.0194,USD,881.1357074109721,0,Finance,,1578652.29576
MAMO,Massimo Group,3.45,USD,0.8771929824561476,14062,0.7518780911642828,142485000.00000003,USD,,,,,0,Finance,,4885005.300000001
FXLG,F.S. Bancorp,29.05,USD,0.8680555555555556,1800,0.7140590288797207,141996400,USD,9.46840063883185,3.0681,USD,,2.84746,Finance,,4198151.672
MDV,"Modiv Industrial, Inc.",15.05,USD,0.3333333333333381,1395,0.0801038191433772,141795000,USD,,-0.6522,USD,-130.78556263269638,7.6664,Finance,Strong buy,8463795.291775
ISRL,Israel Acquisitions Corp,11.01,USD,0,285,0.007618507895180024,141080000,USD,37.93935217091661,0.2902,USD,,0,Finance,,7259612.96925
VGAS,"Verde Clean Fuels, Inc.",4.385,USD,-4.257641921397386,290,0.0161121852567949,140007771.7237991,USD,,-0.4419,USD,12.512373787368833,0,Process Industries,,2817107.681269
ASCB,A SPAC II Acquisition Corp.,11.18,USD,-0.26761819803747666,125,0.01037103411655383,138591345.45454547,USD,57.01172870984192,0.1961,USD,11.610700056915197,0,Finance,,2096396.22024
HWBK,"Hawthorn Bancshares, Inc.",19.65,USD,0.05091649694500005,2797,0.7713734142305542,137585657.14613032,USD,64.46850393700787,0.3048,USD,,3.42903,Finance,,6295546.4166
ISBA,Isabella Bank Corp.,18.3101,USD,0.34306069324564886,1031,0.3596595269657434,136864304.59789446,USD,8.629512677914978,2.1218,USD,,6.09358,Finance,Neutral,6460791.0564
FEBO,Fenbo Holdings Limited,12.37,USD,-1.825396825396829,14042,1.3982713295626543,136843128.9269841,USD,,-0.017,USD,,0,Consumer Durables,,2062503.5625
TAYD,"Taylor Devices, Inc.",44.17,USD,0.38636363636364024,3019,0.1795751818652264,136660393.89545456,USD,16.791484508648548,2.6305,USD,60.89669092910882,0,Producer Manufacturing,,3019946.28888
ATEK,Athena Technology Acquisition Corp. II,11.35,USD,-0.35118525021949887,355,0.2326495838521528,136574988.9002217,USD,275.4854368932039,0.0412,USD,1320.689655172414,0,Finance,,2198039.135013
CSPI,CSP Inc.,13.9899,USD,-3.3846685082872927,8017,0.23882295464836395,136456088.50845996,USD,25.112008616047387,0.5571,USD,50.893824485373806,0.656077,Technology Services,,6775380.818700001
FTLF,"FitLife Brands, Inc.",29.28,USD,-4.842378940526482,1367,0.12346125014676265,134636508.3080923,USD,19.79448350459708,1.4792,USD,122.93896006028638,0,Health Technology,,3983781.78704
VMCA,Valuence Merger Corp. I,11.4604,USD,-0.17073170731707757,2000,0.01726480586589044,134237931.49286026,USD,47.593023255813954,0.2408,USD,166.07734806629833,0,Finance,,6060716.738864
PROP,Prairie Operating Co.,10.95,USD,2.6241799437675666,61656,1.012108000210117,133481342.54451734,USD,,-13.9195,USD,48.5980273045861,0,Energy Minerals,,6606717.2574
AFBI,"Affinity Bancshares, Inc.",20.68,USD,-0.09661835748792065,756,0.013697165809989871,132695869.43768117,USD,22.21506069395209,0.9309,USD,,0,Finance,,4552477.06903
MNTN,Everest Consolidator Acquisition Corporation,11.2475,USD,-0.17927349858444144,152,0.0020968554066451003,131647579.91582136,USD,,-0.5175,USD,-3570.2127659574467,0,Finance,,7142106.907439999
BANX,ArrowMark Financial Corp.,18.5,USD,0.05408328826393491,7803,0.5492633549903916,131589000,USD,6.496698974575081,2.8476,USD,52.66177022462875,9.08599,Miscellaneous,,7069970.12048
ZLS,Zalatoris II Acquisition Corp,10.95,USD,0,6051,0.29203104187177853,131454274,USD,38.91257995735608,0.2814,USD,283.90177353342426,0,Finance,,5627916.119142001
FUNC,First,19.74,USD,-0.4036326942482434,2509,0.14054762598310516,131244248.41574165,USD,9.19122782511524,2.1477,USD,,4.03633,Finance,Neutral,6125806.81265
ELMD,"Electromed, Inc.",15.12,USD,0.7328447701532275,2427,0.06592958817776812,130874585.92405063,USD,30.59490084985836,0.4942,USD,70.94430992736075,0,Health Technology,Strong buy,6190526.16162
WILC,"G. Willi-Food International, Ltd.",9.43,USD,-0.8412197686645645,230,0.2007856831078132,130765971.62881179,USD,12.342931937172775,0.764,USD,-5.515706158792972,4.10095,Distribution Services,,3779464.717
FINW,FinWise Bancorp,10.22,USD,-0.09775171065493438,398,0.06659973226238286,130750119.46236558,USD,7.942799409341728,1.2867,USD,,0,Finance,Strong buy,8613176.0576
YBGJ,Yubo International Biotech Limited,1.09,USD,5.825242718446607,51666,1.0898597437882467,130604660.3592233,USD,,-0.0105,USD,-32.91139240506329,0,Health Technology,,7945957.48800001
PHYT,Pyrophyte Acquisition Corp.,11.43,USD,-0.26178010471205176,102016,3.080779254507953,129410022.00000001,USD,83.36980306345733,0.1371,USD,-69.62782454585734,0,Finance,,6290707.970819999
RMBI,"Richmond Mutual Bancorporation, Inc.",11.69,USD,-0.08547008547008365,14051,1.1054552892861076,129355213.99999999,USD,13.506643558636625,0.8655,USD,,4.79042,Finance,,9478342.138500001
FFMH,First Farmers & Merchants Corp.,29.5,USD,0.8547008547008548,1022,0.36515649564098895,128612265.55461477,USD,,,,,3.25148,Finance,,4339645.95834
TYCB,"Calvin B. Taylor Bankshares, Inc.",46,USD,1.098901098901099,100,0.1223091976516634,127646593.99999999,USD,9.6470440198813,4.7683,USD,,2.23913,Finance,,2121503.35825
FCCO,First Community Corporation,16.685,USD,-3.275362318840587,2505,0.14629274901887496,127289947.21594203,USD,11.645843512249597,1.4327,USD,,3.24638,Finance,Buy,7007383.00718
FRAF,Franklin Financial Services Corporation,28.93,USD,2.226148409893989,1904,0.278725241908331,127167670.99999999,USD,9.26382529059528,3.1229,USD,,4.42447,Finance,,4115566.4346999996
KCGI,Kensington Capital Acquisition Corp. V,11.07,USD,0,6396,0.05652148938896523,126671048,USD,18.425432756324902,0.6008,USD,35.89685591495137,0,Finance,,4542733
CFBK,CF Bankshares Inc.,19.75,USD,0.050658561296867084,530,0.4155233241865935,126125889.20972645,USD,8.197741989042006,2.4092,USD,,1.21581,Finance,,3583422.0167400003
GSIW,Garden Stage Limited,8.25,USD,2.293862368257911,55128,0.359649666465513,125812244.2653441,USD,,,,,0,Finance,,4250007.25
ACU,Acme,34.31,USD,-1.1239193083573502,1647,0.08408380812350671,125639097.85619597,USD,7.158804014438626,4.7927,USD,469.8810939357907,1.67147,Distribution Services,Strong buy,3201995.47644
EVGR,Evergreen Corporation,11.46,USD,0.08733624454149838,150154,5.006468391571086,124950321.69432318,USD,38.9795918367347,0.294,USD,120.72072072072069,0,Consumer Durables,,7728173.34344
BSET,"Bassett Furniture Industries, Incorporated",14.11,USD,0.3556187766714007,3321,0.4136101528153139,124573674.54267423,USD,,-0.6656,USD,-166.13015399900647,5.12091,Consumer Durables,,7678107.8412500005
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",23.1,USD,2.3029229406554617,3974,1.1798937086191028,124289094,USD,8.890770533446233,2.5982,USD,,2.44948,Finance,,6254299.04115
CURN,Currency Exchange International Corp,19.25,USD,-0.7731958762886525,36601,4.674099047327152,123726890.19699812,USD,16.94895651200287,1.135763136,USD,-39.70972395234602,0,Finance,Strong buy,4774572.2868
ALOT,"AstroNova, Inc.",16.45,USD,-1.4970059880239521,1806,0.07209868657431434,123598134.89221556,USD,24.78902953586498,0.6636,USD,59.21305182341649,0,Electronic Technology,,5634388.58976
SRV,Cushing MLP & Infrastructure Total Return Fund,42.5695,USD,0.4234489266336337,3480,0.15322701374640046,123540000,USD,27.528129849974132,1.5464,USD,-86.14386581126125,12.7389,Miscellaneous,,2899062.52436
BBXIA,"BBX Capital, Inc.",8.5,USD,3.6585365853658622,884,0.5476396976830628,122917920,USD,,-2.9672,USD,-216.12852725920706,0,Finance,,3489276.9134
FREVS,First Real Estate Investment Trust of New Jersey Inc.,16.48,USD,-0.12121212121211863,200,0.31600568810238583,122911014,USD,,-0.0229,USD,-125.93431483578709,1.21359,Finance,,5797788.07668
NVCT,"Nuvectis Pharma, Inc.",6.69,USD,-2.0497803806734947,20543,0.31952902016596285,122802040.61639825,USD,,-1.3733,USD,4.045556176634996,0,Health Technology,Strong buy,7445217.936
IFIN,InFinT Acquisition Corporation,11.54,USD,0,381,0.2368371977373034,122094403.30772549,USD,57.78668002003005,0.1997,USD,739.0756302521008,0,Finance,,4747021
ELA,Envela Corporation,4.64,USD,-4.329896907216495,3783,0.1419746599813853,121922624.19793816,USD,18.954248366013072,0.2448,USD,-57.647058823529406,0,Retail Trade,Strong buy,6843872.3148
PSIX,"Power Solutions International, Inc.",5.3,USD,2.9126213592232904,268,0.010613819351210491,121736945.24271844,USD,4.099628712871287,1.2928,USD,70.01578116780642,0,Producer Manufacturing,Strong buy,4922092.8372
MNSB,"MainStreet Bancshares, Inc.",15.97,USD,-2.204531537048363,4987,0.16171239384280142,121549101.72565833,USD,6.146563005157417,2.5982,USD,,2.44948,Finance,Buy,6254299.04115
BOCN,Blue Ocean Acquisition Corp,11.15,USD,-0.44642857142856196,111,0.004035072413191415,121545757.29559748,USD,68.53103872157345,0.1627,USD,-53.28739592305484,0,Finance,,5273396.04447
CCFN,Muncy Columbia Financial Corporation,34,USD,3.0303030303030303,4945,4.4505445054450545,121457792.99999999,USD,17.139688460956798,1.9837,USD,,5.11765,Finance,,3274328.86339
FGBIP,"First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock",18.674,USD,0.23617820719270258,125,0.07111566251351198,120045287,USD,37.60370519532823,0.4966,USD,,6.66667,Finance,,6002456.0752
RCFA,Perception Capital Corp. IV,11.38,USD,0.2643171806167501,9500,0.22485579642739642,119804910.16740088,USD,148.75816993464053,0.0765,USD,-78.37150127226464,0,Finance,,4817672.8030199995
HNVR,"Hanover Bancorp, Inc.",16.47,USD,1.3538461538461468,712,0.21830446113751342,119399000,USD,8.332068599180452,1.9767,USD,,2.42866,Finance,Strong buy,4119300.524649
LYBC,"Lyons Bancorp, Inc.",39.95,USD,-0.025025025025020048,100,0.08202772537117546,119013132,USD,8.517578832910475,4.6903,USD,,3.50438,Finance,,2304494.77135
FGBI,"First Guaranty Bancshares, Inc.",9.5,USD,-1.041666666666663,962,0.09206534534074709,118794815.26041667,USD,19.130084575110754,0.4966,USD,,6.66667,Finance,Neutral,6002456.0752
KF,"Korea Fund, Inc. (The) New",23.69,USD,-1.2414644110756248,8634,1.4341477999435244,118058000,USD,6.619722245508146,3.5787,USD,145.55372581309177,0,Miscellaneous,,4921067.99986
PLMI,Plum Acquisition Corp. I,10.5,USD,0,2068,0.2593298555377207,117978021,USD,,-0.4383,USD,-374.2803504380476,0,Finance,,3105596.6920000003
TCOA,Zalatoris Acquisition Corp.,11.06,USD,0,2435,0.11386113150376186,117858038.36749437,USD,64.6405610753945,0.1711,USD,,0,Finance,,6186569.448208
MCRAA,"McRae Industries, Inc.",47.25,USD,0.25461489497135037,100,0.21079258010118046,117642922.29729728,USD,12.866595866350789,3.6723,USD,-13.206967455271673,1.16424,Consumer Non-Durables,,1910223.1949999998
TWLV,TWELVE SEAS INVESTMENT CO II,10.56,USD,0,408,,117631856.18079096,USD,103.22580645161291,0.1023,USD,-39.681603773584904,0,Finance,,2054383.8449999997
YIBO,Planet Image International Limited,2.18,USD,-1.3574660633484075,453,0.05583011868521919,117461893.91855206,USD,15.107415107415108,0.1443,USD,,0,Consumer Durables,,1776312.5862
CZWI,"Citizens Community Bancorp, Inc.",11.2,USD,1.818181818181812,496,0.04813944911388424,116551013.00000001,USD,8.687558175612784,1.2892,USD,,2.85714,Finance,Strong buy,9269900.8211
CBFV,"CB Financial Services, Inc.",22.6,USD,-0.9206488382288353,614,0.29056835928257063,116214870.31126699,USD,5.135663318638368,4.4006,USD,,4.38404,Finance,Neutral,4639975.589
JHI,John Hancock Investors Trust,13.22,USD,-0.676183320811419,5797,0.29150282099504193,115891000,USD,12.62172999809051,1.0474,USD,-64.47564780898114,6.574,Miscellaneous,,8436398.09354
BYNO,byNordic Acquisition Corporation,11.27,USD,0.3561887800534207,102000,6.521655733302643,115813588,USD,84.29319371727748,0.1337,USD,29.178743961352676,0,Finance,,3494843.2417280003
PAI,Western Asset Investment Grade Income Fund Inc.,12.1717,USD,0.4265676567656791,2784,0.15990626184650378,115273000,USD,10.935938903863432,1.113,USD,4518.2572614107885,4.63696,Miscellaneous,,8968226.57856
ECBK,"ECB Bancorp, Inc.",12.5,USD,-1.0292953285827455,694,0.21210268948655256,115213776.72209024,USD,25.324149108589953,0.4936,USD,,0,Finance,,7827631.641377999
CCRD,CoreCard Corporation,14.11,USD,-2.420470262793924,5151,0.14309923324813867,115148295.69225447,USD,46.32304661851609,0.3046,USD,-59.612834791832405,0,Technology Services,Strong buy,5968371.826
KEQU,Kewaunee Scientific Corporation,40,USD,-2.4390243902439024,3917,0.29443158242881623,115004158.04878049,USD,13.408869967483492,2.9831,USD,,0,Health Technology,,2135078.011
FRD,Friedman Industries Inc.,16.49,USD,1.3521819299323838,5423,0.28825199060244294,114930267.86416718,USD,6.913466375985241,2.3852,USD,-18.303877243458,0.614628,Non-Energy Minerals,,6671591.991599999
EFSI,"Eagle Financial Services, Inc.",32.25,USD,3.864734299516906,400,0.1762658088397303,114708215.6763285,USD,12.227488151658767,2.6375,USD,,3.86473,Finance,,2763341.00756
APXI,APx Acquisition Corp. I,11.57,USD,0,2592,0.09963980517957845,114660134.52027611,USD,24.748663101604276,0.4675,USD,-19.701133631054624,0,Finance,,5597624.530036
AVBH,"Avidbank Holdings, Inc.",18.6,USD,0.26954177897574505,1815,0.7072163341645885,114289145.88679245,USD,8.9414479376983,2.0802,USD,,0,Finance,Strong buy,5431384.74398
CPHC,Canterbury Park Holding Corporation,22.93,USD,0.21853146853147162,7438,3.099683280546758,114254911.48994756,USD,12.898689317657647,1.7777,USD,2.390277617785975,1.22378,Consumer Services,,2055188.33143
CDAQ,Compass Digital Acquisition Corp.,10.85,USD,0,4363,0.47938733353843443,113976543.00000001,USD,251.7401392111369,0.0431,USD,-85.07100796674749,0,Finance,,4694627.972132
NODB,North Dallas Bank & Trust Co. (TX),44.365,USD,-0.30337078651684946,200,0.3422313483915127,113973690,USD,,,,,2.45689,Finance,,2519423.438
MRBK,Meridian Corporation,10.18,USD,-0.5859375000000049,10622,1.0480409665420174,113868541,USD,9.665780478541588,1.0532,USD,,4.91159,Finance,Buy,8487725.182500001
WHG,Westwood Holdings Group Inc,12.22,USD,0.08190008190008015,437,0.04077405389266253,113807584.22932023,USD,8.235611268365009,1.4838,USD,,4.91401,Finance,,7080049.5423
GENTF,G5 Entertainment AB,13.8,USD,17.948717948717963,100,0.14817009927396652,112950240.6699029,USD,10.064549058317033,1.37114936,USD,80.38984696029515,6.47249,Technology Services,Neutral,5495737.7
FSFG,"First Savings Financial Group, Inc.",16.4,USD,-0.5457853244390531,2023,0.28294497748188757,112883824.59672529,USD,15.10546191397255,1.0857,USD,,3.45664,Finance,Strong buy,5094171.65072
TMTC,TMT Acquisition Corp,10.98,USD,0.36563071297989874,177,0.055111000404770065,112874398.9963437,USD,42.19830899308225,0.2602,USD,,0,Finance,,6388003.38
CFFS,CF Acquisition Corp. VII,10.97,USD,-0.09107468123861373,20747,0.4996026681436174,112773066,USD,,-0.132,USD,-347.19101123595505,0,Finance,,9710131.505006
PFTA,Perception Capital Corp. III,10.835,USD,0,300,0.014585835209233806,112556311,USD,77.06258890469417,0.1406,USD,-52.89782244556114,0,Finance,,3710370.21598
CSTAF,Constellation Acquisition Corp I,11.1,USD,0,2101,0.31172106824925816,112306291.70469798,USD,3580.6451612903224,0.0031,USD,-98.13477737665464,0,Finance,,2367682.83648
MNAT,Marquette National Corp.,25.55,USD,0.1960784313725518,262,0.2829068135190584,112011192.1157184,USD,6.4818103404536,3.9418,USD,,4.32015,Finance,,4142204.864
VCSA,"Vacasa, Inc.",4.43,USD,2.0737327188940062,6439,0.1387335793866765,111996354.98156682,USD,,-28.421,USD,-94.1059964485726,0,Finance,Neutral,7381726.0362
INSG,Inseego Corp.,9.39,USD,-1.8808777429467054,158116,0.480307997852958,111580877.44200626,USD,,-4.161,USD,11.351144062380177,0,Electronic Technology,Neutral,9590391.5175
