Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating,Volume 1 minute,Float shares outstanding
YBCN,Yong Bai Chao New Retail Corporation,0.009,USD,28.57142857142856,33650,7.071853393018515,1702079.9999999998,USD,,-0.0003,USD,40.00000000000001,0,Finance,,500,67919989.44
AHRO,Authentic Holdings Inc. ,0.0007,USD,40,3830000,11.306513378291731,1568051.8,USD,,-0.0009,USD,-28.57142857142857,0,Consumer non-durables,,310000,1862055947.43
MFCO,"Microwave Filter Co., Inc.",0.58,USD,23.404255319148934,17010,15.470668485675308,1495820,USD,,-0.0813,USD,-203.35820895522386,0,Electronic technology,,4000,2555415.0450000004
CWBR,CohBar Inc.,0.5,USD,95.69471624266144,8548,12.411790329606504,1453463,USD,,,,,,Health technology,,5472,
THURF,Thunderstruck Resources Ltd,0.045,USD,12.499999999999993,119671,7.504436654605655,1436037.5454545454,USD,,-0.01616658,USD,19.615964454486136,0,Non-energy minerals,,5762,23350671.2037
AESO,"Atlantic Energy Solutions, Inc.",0.0166,USD,45.614035087719294,543900,83.016621640185,1245000,USD,33.2,0.0005,USD,,0,Industrial services,,1000,
IDVV,International Endeavors Corp,0.0009,USD,28.57142857142857,154703709,7.170838422463197,1232710.7142857143,USD,,-0.0004,USD,80,0,Finance,,150000,1142706218.1599998
IMPM,"Impac Mortgage Holdings, Inc.",0.03,USD,57.48031496062991,179559,7.5922504154281345,1097066.1417322832,USD,,,,,0,Finance,,1666,27619612.516400002
SRMX,"Saddle Ranch Media, Inc.",0.0002,USD,100,20624000,9.048413884208468,958065,USD,,-0.0001,USD,0,0,Consumer services,,50000,7806553136.25
LMLLF,PHARMADRUG INC.,0.00988,USD,23.499999999999996,215732,25.687885499273722,863873.608,USD,,-0.19333458,USD,-210.1719485935023,0,Health technology,,1000,83939136
SBES,"South Beach Spirits, Inc.",0.0002,USD,100,5080000,8.019477859374037,579161.9999999999,USD,,,,,,Consumer non-durables,,80000,
SGMD,"Sugarmade, Inc.",0.0077,USD,46.666666666666664,242636,5.37635552246611,480318.6666666667,USD,,,,,0,Retail trade,,57536,60798752.793
CLOW,"Cloudweb, Inc.",0.031,USD,93.75,131285,66.09858020340349,445110,USD,,-0.003,USD,11.764705882352935,0,Distribution services,,560,2518824.1148
RHDGF,Retail Holdings N.V,0.1152,USD,476,3362,5.344142425687489,103340,USD,,,,,0,Retail trade,,2312,3925240.725
ALDA,"Atlantica, Inc.",0.0106,USD,1059900.0000000002,11733,17.47542448614835,26061,USD,,-0.1763,USD,34.31445603576751,0,Finance,,11733,67790.7020699999
ZICX,Zicix Corporation,0.0009,USD,28.57142857142857,3097200,9.307595102183102,13489.714285714284,USD,,-0.0001,USD,75,0,Technology services,,210000,
HYHY,HYDROGEN HYBRID TECHNOLOGIES INC,0.0001,USD,100,113197,12.45387433575743,9374.999999999998,USD,,,,,,Health technology,,3103,
SAGD,SOUTH AMERICAN GOLD CORP,0.00001,USD,900,500000,15.98864166895837,6773,USD,,,,,,Process industries,,500000,
GPXM,GOLDEN PHOENIX MINERALS INC,0.0001,USD,900,697175,24.132052613361026,4618,USD,,,,,,Non-energy minerals,,697175,
AMPE,"Ampio Pharmaceuticals, Inc.",0.0002,USD,100,20374,9.625360230547551,114,USD,,-11.0912,USD,53.66697301361852,0,Health technology,,350,1118001.48096
IDIG,"International Digital Holding, Inc.",0.2,USD,122.22222222222223,4375,6.0344827586206895,,,,,,,,Technology services,,500,
GRGG,GREEN FOR ENERGY INC,0.17,USD,240,5000,7.68521364893944,,,,,,,,Process industries,,5000,
